monument,distance_km,trip_days,travelers,hotel_type,transport_mode,season,total_budget
"Tiger headed Rock cut temple & two other monuments, Saluvankuppam",695,2,7,Standard,Car,Monsoon,13613
Shaniwarwada,454,4,3,Standard,Train,Summer,16315
Group of Monuments (WH) Pattadakal,484,9,4,Luxury,Train,Winter,79115
Agra Fort,474,6,7,Luxury,Bus,Monsoon,42439
"Group of four MaidansCharaideo, Sibasagar",1083,7,5,Standard,Car,Monsoon,31345
"Gingee Fort , Gingee",2425,3,2,Budget,Car,Summer,20972
"Remains of Patliputra Site of Mauryan Palace, Kumrahar",303,3,7,Budget,Bus,Summer,12795
Daulatabad Fort,100,8,1,Standard,Bus,Winter,25564
"Group of four MaidansCharaideo, Sibasagar",1594,3,1,Budget,Car,Winter,17790
Gwalior Fort,1278,3,3,Standard,Train,Monsoon,11681
Khan-I-Khana,966,7,7,Budget,Bus,Summer,30937
Akbar Tomb Sikandra,2195,1,2,Standard,Car,Winter,20991
Group of Monuments (WH) Pattadakal,1492,4,4,Budget,Train,Monsoon,12493
Charminar,1816,6,7,Standard,Car,Summer,44640
Caves 1 t0 20 Udaygiri Vidisha,1864,5,6,Standard,Train,Winter,35589
"Kareghar of Ahom Kings, Sibasagar",1193,5,3,Luxury,Car,Winter,50985
Sher Shah's Tomb,2022,8,5,Budget,Car,Winter,46016
"Rock-cut Jain Temple, Sittannavasasl",571,7,3,Budget,Train,Monsoon,15269
"Bekal Fort, Pallikkare, Distt. Kasargod",1427,2,1,Budget,Bus,Winter,6488
Tomb of Lal Khan,2064,8,5,Budget,Train,Summer,32158
Bellary Fort,985,6,1,Budget,Bus,Winter,12778
"Baba Pyara Caves,Junagadh & Khapra Khodiya Caves, Junagadh",2088,4,6,Budget,Train,Summer,20821
Fatehpur Sikri,2259,2,6,Budget,Train,Summer,15417
Red Fort,1850,9,1,Standard,Train,Summer,29799
"Cave, Temple and Inscriptions, Junaar, Lenyadri",492,3,6,Luxury,Car,Summer,28901
"Gingee Fort , Gingee",404,8,1,Standard,Car,Winter,27988
"Bekal Fort, Pallikkare, Distt. Kasargod",699,1,3,Luxury,Car,Monsoon,9427
"Kolaba Fort, Alibag",607,2,4,Budget,Car,Winter,11860
Mausoleum,1970,8,7,Luxury,Train,Winter,89184
Kotla Feroz Shah,2300,8,1,Luxury,Bus,Winter,63198
Site of Sahet mahet,621,8,4,Budget,Train,Winter,28167
Chittaurgarh Fort,1645,6,7,Luxury,Car,Monsoon,51987
Ram Bagh,1725,2,2,Luxury,Bus,Summer,16664
Kumbhalgarh Fort,1107,6,2,Standard,Train,Summer,23389
"Buddhish Caves, Junagadh",2145,3,4,Luxury,Bus,Summer,26008
Aurangabad Caves,1383,9,2,Standard,Train,Monsoon,26986
"Ancient Site and Adamgrah rock shelter, Kalamdi Rasuliya and kishanpur",425,1,7,Budget,Train,Winter,5773
"Rani Ki-Vav, Patan",1824,6,1,Luxury,Car,Winter,57396
Lord Cornwallis Tomb,225,7,6,Luxury,Bus,Summer,57863
Tirumalai Nayak's Palace Srivilliputhur,1049,7,2,Standard,Car,Summer,28947
"Ruined Fort, kangra",403,2,7,Luxury,Car,Monsoon,16011
"Bekal Fort, Pallikkare, Distt. Kasargod",559,2,5,Standard,Bus,Monsoon,8276
Amaravati mahastupa,987,4,5,Luxury,Car,Summer,38136
Safdarjung Tomb,1308,7,3,Budget,Train,Monsoon,16028
"Rani Ki-Vav, Patan",469,8,6,Budget,Car,Winter,37195
Ahom Raja's Palace,223,3,2,Budget,Car,Summer,7640
"Rock-cut Jain Temple, Sittannavasasl",546,1,3,Budget,Bus,Summer,3454
Hauzkhas,73,2,4,Luxury,Car,Summer,15281
"The palace situated in the fort, Burhanpur",2483,9,5,Standard,Train,Winter,57717
"Group of Temple Parameshvar shiv and Karan Temple, Amarkantak",2171,7,2,Budget,Train,Monsoon,17096
"Champaner Monuments, Pavagadh",1837,4,4,Standard,Bus,Winter,23739
Upper Fort Aguada,2364,1,5,Luxury,Bus,Monsoon,11790
Red Fort,597,2,1,Standard,Train,Monsoon,6093
Undavalli caves,1661,2,6,Standard,Train,Winter,18934
"Gingee Fort , Gingee",394,5,3,Luxury,Car,Summer,37610
Purana Qila,563,1,1,Standard,Car,Monsoon,5812
Raigad Fort,821,9,7,Standard,Train,Monsoon,41497
"Janjira Fort, Murd",861,4,1,Luxury,Train,Summer,26505
Piprahwa & Ganwaria,834,2,4,Standard,Train,Winter,13025
"Gupta Temple & Varah Temple, Deogarh",1319,2,3,Budget,Car,Winter,15508
"Fort St. Angelo, Kannur",1187,6,1,Budget,Train,Summer,12750
mattancherry Palace Museum Kochi,1416,8,2,Budget,Bus,Winter,19743
Lohgad Fort,312,2,6,Budget,Bus,Summer,7785
"Group of Temples at kiramchi, District Udhampur",1329,8,5,Budget,Train,Monsoon,23759
"Temples & Sculpture Shed, lakkumdi",1972,9,2,Luxury,Car,Monsoon,57472
Aga  Khan Palace Building,1619,8,7,Budget,Car,Winter,51245
Fortress and Temple Chitrudurga Fort,1467,1,5,Standard,Car,Winter,17937
"Fort, Palakkad, Palakkad",2334,1,4,Standard,Car,Winter,23732
Chandragiri Monument,769,4,2,Budget,Bus,Winter,10525
Warangal,2256,2,3,Budget,Bus,Winter,11523
Golconda,1288,6,5,Standard,Train,Summer,30143
"Palace Complex at Ramnagar, Distt. Udhampur",1608,3,6,Budget,Train,Monsoon,13232
Residency Building,1072,3,1,Standard,Train,Winter,13588
Deeg Bhawan,1133,4,7,Standard,Bus,Winter,28388
Kumbhalgarh Fort,2047,1,4,Budget,Train,Winter,12126
Piprahwa & Ganwaria,2060,8,1,Standard,Bus,Monsoon,20428
"Rock-cut Jain Temple, Sittannavasasl",1699,1,3,Luxury,Bus,Monsoon,8112
Ancient Site Bhangarh,1457,9,2,Budget,Car,Winter,30170
Site of Sahet mahet,1988,8,5,Budget,Train,Summer,32389
Tughluqabad,1078,6,4,Budget,Bus,Monsoon,14197
Pandulena Caves,559,4,1,Budget,Car,Winter,11301
Mausoleum,1540,3,4,Budget,Bus,Summer,11836
Mehtab Bagh,1387,1,2,Standard,Car,Summer,11974
Undavalli caves,1904,6,2,Standard,Bus,Monsoon,18623
Raigad Fort,1741,1,5,Luxury,Car,Winter,22576
Rajarani Temple,1396,4,7,Luxury,Car,Winter,50855
"Fort Museum, Thirumayam",1823,6,2,Budget,Train,Monsoon,14707
Gwalior Fort,131,5,7,Standard,Train,Monsoon,22707
Bishnudol,777,7,7,Budget,Car,Winter,38249
"Cave Temple & Inscriptions, Bhaja",830,5,2,Luxury,Train,Summer,34721
Residency Building,167,4,2,Standard,Train,Summer,12263
Amaravati mahastupa,2102,4,4,Budget,Train,Winter,21249
"Gupta Temple & Varah Temple, Deogarh",1008,3,3,Luxury,Car,Summer,28169
Khan-I-Khana,1013,6,7,Standard,Train,Monsoon,28875
Shaniwarwada,340,3,1,Budget,Train,Monsoon,4649
Warangal,682,1,4,Luxury,Train,Monsoon,8957
"Group of four MaidansCharaideo, Sibasagar",2485,6,6,Luxury,Car,Winter,77303
Roopmati's Pavilion,2465,8,3,Budget,Train,Monsoon,21241
Excavated Remains at Nalanda,444,8,2,Budget,Bus,Summer,15964
"Bekal Fort, Pallikkare, Distt. Kasargod",1289,5,2,Luxury,Car,Monsoon,34179
"Fort St. Angelo, Kannur",267,2,3,Standard,Train,Winter,8827
Group of Monuments Mamallapuram,648,1,6,Budget,Train,Winter,6318
Ahom Raja's Palace,1544,8,7,Budget,Car,Monsoon,34408
"The palace situated in the fort, Burhanpur",2409,2,1,Standard,Train,Winter,16650
"Old Fort (Shahi Fort), Jaunpur",389,9,4,Standard,Bus,Winter,43811
Roopmati's Pavilion,2347,8,7,Luxury,Train,Winter,90511
"Gupta Temple & Varah Temple, Deogarh",2103,3,3,Budget,Bus,Winter,13194
Akbar Tomb Sikandra,1862,3,4,Standard,Car,Summer,25287
"Fort St. Angelo, Kannur",1001,4,5,Standard,Bus,Winter,24332
Upper Fort Aguada,1691,3,2,Standard,Train,Winter,17628
"Buddhist cave no 01 to 51 Dhamnar, Tehsil Garoth",1129,4,5,Standard,Train,Monsoon,18707
"Caves, Temples and inscriptions Karla",1897,8,3,Budget,Car,Winter,35212
Temple of Laxman and Old sites including sculptures sirpur,1699,9,6,Budget,Car,Monsoon,35858
Excavated Remains at sarnath,283,2,2,Budget,Car,Monsoon,5472
"Fort, Palakkad, Palakkad",1441,9,7,Luxury,Bus,Winter,96251
"Old Fort (Shahi Fort), Jaunpur",1932,2,1,Luxury,Car,Monsoon,21032
"Fort St. Angelo, Kannur",560,6,2,Budget,Car,Winter,16878
Mausoleum,1356,7,5,Standard,Car,Summer,40303
"Ancient site of Vaishali, Kolhua",1453,1,6,Luxury,Bus,Winter,13444
Temple of Laxman and Old sites including sculptures sirpur,2139,4,4,Luxury,Bus,Summer,34525
Bishnudol,952,5,2,Luxury,Car,Monsoon,31252
Sheikh Chilli's Tomb,1659,9,7,Standard,Train,Summer,53572
Rani Jhansi Fort,773,8,1,Standard,Train,Monsoon,19001
Rock-cut Temples and Sculptures,74,9,6,Budget,Train,Winter,37798
"Natural Caven with inscription eladipattam, Sittannavasal",2197,2,1,Budget,Car,Winter,20327
"Ibrahim Rauza, Bijapur",1421,5,3,Budget,Bus,Summer,13949
Fatehpur Sikri,1191,8,2,Luxury,Train,Monsoon,45579
Baori at Abhaneri,860,5,1,Standard,Car,Winter,22831
"Tiger headed Rock cut temple & two other monuments, Saluvankuppam",819,9,1,Budget,Train,Monsoon,11761
"Old Fort (Shahi Fort), Jaunpur",1817,6,6,Budget,Bus,Monsoon,21005
Cooch Bihar Palace,1421,4,5,Standard,Train,Summer,23228
"Palace Complex at Ramnagar, Distt. Udhampur",1448,9,5,Luxury,Train,Winter,88645
Sher Shah's Tomb,2384,2,2,Luxury,Bus,Monsoon,15966
"Jaina & Vaishnava Cave, Badami",2309,6,5,Budget,Bus,Summer,23493
"Cave Temple & Inscriptions, Bhaja",706,8,3,Budget,Train,Summer,19853
"Sun Temple, Konark",969,2,4,Luxury,Train,Monsoon,14153
"Palace Complex at Ramnagar, Distt. Udhampur",2430,9,2,Standard,Bus,Summer,33236
Aga  Khan Palace Building,1328,1,4,Standard,Bus,Summer,7593
Shaniwarwada,680,5,3,Standard,Bus,Summer,19931
Site of Sahet mahet,428,2,7,Budget,Car,Winter,13182
"Gingee Fort , Gingee",398,6,4,Luxury,Bus,Summer,44119
Residency Building,1876,8,7,Budget,Train,Summer,38082
Deeg Bhawan,1807,6,3,Budget,Train,Summer,19295
Aga  Khan Palace Building,1301,9,5,Standard,Train,Winter,52115
Amaravati mahastupa,104,7,5,Budget,Bus,Winter,25883
"Fort St. Angelo, Kannur",1654,8,2,Budget,Bus,Monsoon,14234
Bishnudol,1444,8,6,Standard,Train,Winter,50790
Baori at Abhaneri,836,4,3,Luxury,Bus,Winter,35604
Itimad-ud-Daulah-Tomb,2384,9,5,Standard,Train,Winter,56232
Akbar Tomb Sikandra,1553,6,6,Luxury,Bus,Summer,52792
Safdarjung Tomb,341,5,5,Standard,Train,Monsoon,18299
"Ancient site of Vaishali, Kolhua",1343,3,3,Luxury,Bus,Summer,23093
Ajanta Caves,1605,7,4,Budget,Car,Summer,30276
Fatehpur Sikri,1209,7,7,Luxury,Car,Monsoon,55599
Kondiote Caves,1078,9,5,Budget,Car,Monsoon,29625
Palace of Tipu Sultan,101,5,1,Standard,Car,Monsoon,12277
"Group of Temple Parameshvar shiv and Karan Temple, Amarkantak",247,1,6,Budget,Bus,Monsoon,4124
"Palace Complex at Ramnagar, Distt. Udhampur",1038,7,7,Luxury,Car,Monsoon,54521
Bellary Fort,757,8,4,Standard,Bus,Monsoon,27782
Caves 1 t0 20 Udaygiri Vidisha,2494,3,4,Standard,Bus,Monsoon,14155
Temple of Laxman and Old sites including sculptures sirpur,428,9,5,Budget,Car,Monsoon,25128
"Rudabai Step Well, Adalaj",1357,3,3,Luxury,Car,Winter,35335
Sheikh Chilli's Tomb,285,8,4,Luxury,Car,Winter,70960
Aga  Khan Palace Building,2133,7,2,Luxury,Bus,Summer,50445
Mausoleum,106,7,2,Standard,Train,Summer,21303
Shaniwarwada,1941,9,2,Standard,Train,Winter,40936
"Group of four MaidansCharaideo, Sibasagar",2089,4,7,Luxury,Train,Summer,40638
Warangal,1444,3,7,Budget,Car,Summer,21092
The Hill Containing Many Valuable Sculptures and Images Ratnagiri,559,5,4,Budget,Car,Summer,18189
Kotla Feroz Shah,2059,2,5,Budget,Bus,Winter,12745
"Avantiswamin Temple, Avantipur, District Pulwama",1050,2,6,Standard,Bus,Summer,11602
"Ruined Fort, kangra",74,4,6,Budget,Bus,Monsoon,11374
Akbar Tomb Sikandra,1601,3,1,Budget,Train,Summer,8791
Purana Qila,606,6,4,Budget,Car,Winter,23978
Mehtab Bagh,1780,3,3,Standard,Car,Summer,22104
Hauzkhas,940,7,3,Budget,Train,Summer,18132
Temple of Laxman and Old sites including sculptures sirpur,1983,6,3,Budget,Car,Winter,31583
Lord Cornwallis Tomb,2207,4,3,Luxury,Car,Summer,41976
Khan-I-Khana,1772,1,3,Budget,Car,Monsoon,11305
Jantar Mantar,1145,9,5,Budget,Car,Summer,35844
Ancient Remains on both Udaigiri & Khandagiri Hills,2060,2,6,Standard,Car,Winter,27585
Tughluqabad,2154,9,2,Standard,Bus,Summer,32606
Tomb of Lal Khan,128,8,2,Luxury,Train,Monsoon,42994
Hauzkhas,1903,6,3,Standard,Car,Winter,40667
"Badal Mahal Gatwway, Chanderi",733,8,7,Standard,Car,Summer,47191
"Sun temple, Modhera",1938,4,7,Budget,Train,Winter,27121
Raigad Fort,1965,6,6,Standard,Bus,Winter,39742
Piprahwa & Ganwaria,409,4,6,Budget,Train,Summer,15748
Hauzkhas,1482,5,6,Standard,Car,Monsoon,28270
Red Fort,792,2,7,Budget,Train,Monsoon,9179
"Sun temple, Modhera",401,3,6,Standard,Train,Monsoon,13389
Agra Fort,2159,2,5,Luxury,Train,Summer,23250
Gwalior Fort,1125,4,3,Luxury,Car,Monsoon,29276
"Rock-cut Jain Temple, Sittannavasasl",2318,5,3,Luxury,Train,Monsoon,34314
Fatehpur Sikri,2034,7,4,Luxury,Bus,Summer,56160
"Sun Temple, Konark",1973,7,2,Standard,Car,Summer,34579
Rani Lakshmi Bai Mahal,491,5,6,Standard,Train,Monsoon,20720
Ancient Buddhist Site known as Chaukhandi stupa,497,9,6,Budget,Car,Summer,35049
Rock-cut Temples and Sculptures,119,1,2,Standard,Car,Summer,4916
"Group of four MaidansCharaideo, Sibasagar",1863,7,5,Luxury,Train,Winter,72165
Dariya Daulath Bagh,129,3,5,Standard,Car,Summer,13641
mattancherry Palace Museum Kochi,2226,2,4,Luxury,Bus,Monsoon,15754
Nagarjuna Kunda,812,6,2,Budget,Train,Summer,13858
"Asokan Rock Edict, Jungadh",702,7,6,Budget,Train,Winter,33001
Tomb of Lal Khan,2318,1,6,Budget,Train,Winter,12687
Excavated Remains at sarnath,1316,6,3,Budget,Bus,Summer,16357
Rani Jhansi Fort,1845,4,5,Luxury,Bus,Summer,35765
"Badal Mahal Gatwway, Chanderi",1857,4,2,Standard,Car,Summer,25420
Marble Pavillion and balustrade on the Ana Sagar bund and ruins of the marble Hammam Behind the Ana sagar Bund,458,2,5,Standard,Car,Monsoon,10064
"Buddhish Caves, Junagadh",77,2,2,Budget,Car,Winter,5286
Undavalli caves,281,9,6,Luxury,Train,Summer,75492
Amaravati mahastupa,2335,9,6,Luxury,Car,Monsoon,72545
Deeg Bhawan,2121,6,6,Standard,Train,Monsoon,30632
Bellary Fort,2422,3,2,Budget,Bus,Winter,13387
Bir Singh Palace Datia,1514,2,1,Luxury,Bus,Monsoon,12702
Safdarjung Tomb,1409,1,1,Luxury,Train,Monsoon,8331
Excavated Remains at Nalanda,1879,7,5,Luxury,Bus,Summer,58611
Bir Singh Palace Datia,1258,3,2,Luxury,Car,Monsoon,23702
"Avantiswamin Temple, Avantipur, District Pulwama",1331,7,3,Budget,Bus,Monsoon,15417
"The palace situated in the fort, Burhanpur",1234,3,5,Budget,Bus,Winter,15121
Aurangabad Caves,1341,4,3,Luxury,Bus,Winter,35916
Aurangabad Caves,1740,5,2,Luxury,Car,Winter,51675
Ancient Buddhist Site known as Chaukhandi stupa,2045,2,2,Budget,Train,Winter,12932
Observatory of Man Singh,1802,6,3,Luxury,Car,Winter,62264
"Avantiswamin Temple, Avantipur, District Pulwama",966,7,3,Luxury,Car,Winter,63913
Safdarjung Tomb,443,1,6,Budget,Car,Monsoon,5288
"Ancient site of Vaishali, Kolhua",1916,8,3,Budget,Train,Winter,28702
Qutub Minar,683,3,4,Budget,Bus,Summer,9037
Bishnudol,453,7,4,Luxury,Bus,Summer,52147
"Temples & Sculpture Shed, lakkumdi",1976,9,5,Standard,Car,Winter,63285
"Gingee Fort , Gingee",1727,8,1,Luxury,Bus,Summer,51015
"Rudabai Step Well, Adalaj",1539,2,2,Budget,Train,Monsoon,6717
Agra Fort,203,9,2,Luxury,Bus,Summer,57961
"Moovarkoil, Kodumbalur",855,6,2,Luxury,Bus,Winter,48124
Aga  Khan Palace Building,483,4,5,Budget,Car,Winter,18223
Mausoleum,2045,4,4,Luxury,Car,Summer,42260
Hauzkhas,1778,2,4,Budget,Car,Winter,20314
Temple of Laxman and Old sites including sculptures sirpur,1783,3,2,Budget,Train,Winter,14505
"Group of Temple Parameshvar shiv and Karan Temple, Amarkantak",1696,4,4,Standard,Train,Winter,25170
"Gol Gumbaz, Vijayapura",1252,1,2,Budget,Bus,Summer,5322
Cooch Bihar Palace,868,8,1,Luxury,Bus,Summer,50733
Purana Qila,2276,5,2,Luxury,Bus,Monsoon,30142
"Cave Temple & Inscriptions, Bhaja",341,2,3,Luxury,Bus,Summer,15146
Upper Fort Aguada,1909,5,7,Luxury,Car,Monsoon,45747
"Group of monument, Royal Palace Mandu",1821,9,1,Budget,Train,Monsoon,14214
Tomb of Rabia Durani (Bibi ka Maqbara),1068,5,1,Budget,Train,Summer,10313
Ruins of Buddhist Temples and Images lalitgiri,132,6,4,Budget,Train,Summer,16768
Ancient Remains on both Udaigiri & Khandagiri Hills,149,1,7,Budget,Bus,Monsoon,4278
Site of Sahet mahet,1589,9,6,Standard,Car,Winter,63393
"Remains of Patliputra Site of Mauryan Palace, Kumrahar",1633,4,2,Budget,Bus,Monsoon,8547
Charminar,1507,4,7,Budget,Bus,Winter,23341
Ahom Raja's Palace,612,4,5,Budget,Car,Winter,19477
"Gupta Temple & Varah Temple, Deogarh",271,5,4,Luxury,Car,Summer,39246
"Buddhish Caves, Junagadh",667,9,5,Budget,Car,Winter,37744
Ahom Raja's Palace,1357,6,3,Budget,Train,Winter,21449
Kalinjar Fort,84,5,7,Standard,Bus,Winter,31332
Residency Building,1682,6,5,Budget,Car,Summer,30123
Site of Sahet mahet,1239,7,3,Standard,Bus,Monsoon,21753
Qutub Minar,83,1,2,Standard,Bus,Monsoon,2543
Qutub Minar,1266,4,2,Budget,Car,Monsoon,13168
Ancient Palace Leh,390,9,3,Luxury,Car,Winter,75557
Agra Fort,292,4,6,Luxury,Bus,Monsoon,26769
Warangal,1817,8,5,Budget,Train,Winter,37189
"Champaner Monuments, Pavagadh",314,7,5,Standard,Car,Monsoon,28000
Bishnupur Temples,1531,7,4,Budget,Bus,Winter,26691
Red Fort,2339,7,1,Standard,Bus,Winter,27890
Hauzkhas,2248,8,7,Standard,Train,Monsoon,40413
Khan-I-Khana,1498,7,7,Budget,Bus,Monsoon,24972
Daulatabad Fort,1697,7,5,Standard,Car,Summer,42858
Group of Monuments Mamallapuram,979,2,3,Budget,Train,Monsoon,6022
Rock-cut Temples and Sculptures,1563,2,7,Luxury,Bus,Winter,25410
Ajanta Caves,2111,4,3,Budget,Train,Monsoon,13743
"Ranghar Pavillion, Jaisagar",2207,1,7,Budget,Car,Winter,21421
The Hill Containing Many Valuable Sculptures and Images Ratnagiri,2041,9,2,Luxury,Bus,Summer,62234
Observatory of Man Singh,1082,3,7,Standard,Train,Summer,20662
Taj Mahal,1964,2,1,Budget,Car,Winter,17905
Tomb of Rabia Durani (Bibi ka Maqbara),1854,6,5,Standard,Train,Monsoon,25981
Fort Vattakottai,1876,8,7,Budget,Bus,Monsoon,30015
Gawilgarh Fort,464,7,7,Luxury,Bus,Winter,71605
Excavated Remains at Nalanda,179,6,7,Luxury,Train,Monsoon,41992
"Fort Museum, Thirumayam",2221,2,7,Luxury,Train,Summer,25228
Ancient Site of Vikramshila Antichak,153,9,7,Standard,Train,Monsoon,40225
Ancient Remains on both Udaigiri & Khandagiri Hills,993,4,5,Budget,Bus,Summer,14941
Mehtab Bagh,156,5,1,Standard,Car,Monsoon,11158
"Old Fort (Shahi Fort), Jaunpur",2052,9,2,Standard,Train,Monsoon,27805
"Kolaba Fort, Alibag",327,5,2,Luxury,Car,Winter,39742
"Fort Museum, Thirumayam",581,4,4,Budget,Bus,Winter,14507
"Rani Ki-Vav, Patan",1750,8,1,Standard,Car,Summer,32378
Lohgad Fort,1737,4,2,Luxury,Train,Summer,30703
"Fort St. Angelo, Kannur",2079,8,3,Luxury,Car,Monsoon,56756
Gwalior Fort,945,7,5,Luxury,Train,Monsoon,47288
Bishnupur Temples,1387,5,4,Standard,Train,Winter,29194
Metcelf-Hall,659,2,6,Standard,Car,Summer,15008
Site of Sahet mahet,403,4,3,Standard,Train,Winter,18548
"Gupta Temple & Varah Temple, Deogarh",2264,5,2,Luxury,Train,Winter,46065
Palace of Tipu Sultan,1918,6,2,Standard,Bus,Winter,27351
"Rani Ki-Vav, Patan",665,7,6,Luxury,Bus,Winter,70224
Sultanghari Tomb,1278,4,1,Luxury,Car,Monsoon,27212
"Buddhist Remains on hill top at Guntupalli, W.G.District",2299,2,2,Standard,Car,Winter,25941
Bir Singh Palace Datia,547,5,7,Budget,Train,Summer,21985
"Ancient Buddhist Remains comprising monastery stupa, rock sculptures, inscriptions ect Mansur",376,3,3,Standard,Car,Winter,14972
Excavated Remains at Nalanda,1061,6,1,Standard,Car,Monsoon,18359
Excavated Remains at sarnath,2426,7,4,Standard,Bus,Summer,34042
Bellary Fort,1959,5,4,Luxury,Car,Winter,59086
Ellora Caves,1684,2,1,Budget,Bus,Monsoon,5600
"Rock-cut Jain Temple, Sittannavasasl",1847,9,4,Luxury,Car,Summer,77785
"Group of Monuments, Hampi",1980,7,3,Standard,Car,Monsoon,30438
Buddhist Caves Kanheri,1121,2,7,Standard,Bus,Summer,12779
Excavated Remains at Nalanda,975,8,3,Standard,Car,Monsoon,28238
"Group of Temple Parameshvar shiv and Karan Temple, Amarkantak",1898,1,2,Luxury,Train,Summer,12926
Qutub Minar,1422,4,2,Standard,Car,Monsoon,17084
Red Fort,2237,8,2,Luxury,Train,Winter,70174
"Tiger headed Rock cut temple & two other monuments, Saluvankuppam",231,3,3,Standard,Train,Winter,13188
"Palace Complex at Ramnagar, Distt. Udhampur",689,5,6,Luxury,Bus,Winter,49931
Group of Monuments Mamallapuram,393,9,3,Standard,Train,Summer,32608
Mehtab Bagh,1046,5,7,Budget,Car,Winter,31716
Charminar,1820,7,5,Standard,Bus,Winter,42422
"Buddhist cave no 01 to 51 Dhamnar, Tehsil Garoth",1182,2,3,Budget,Bus,Winter,7811
Rajarani Temple,1665,4,7,Standard,Train,Monsoon,22571
Kotla Feroz Shah,1551,8,3,Budget,Train,Winter,27851
Deeg Bhawan,329,5,5,Budget,Bus,Winter,18678
Buddhist Caves,124,6,7,Budget,Car,Monsoon,20632
"Western Group of Temples, Khajuraho",945,7,5,Luxury,Train,Monsoon,46088
"Tiger headed Rock cut temple & two other monuments, Saluvankuppam",152,1,3,Standard,Train,Summer,4178
Cooch Bihar Palace,1880,5,3,Budget,Car,Summer,24029
Warangal,2176,8,5,Luxury,Train,Monsoon,55645
Piprahwa & Ganwaria,1108,1,5,Budget,Train,Winter,9179
"Kareghar of Ahom Kings, Sibasagar",2166,2,1,Standard,Bus,Winter,11830
Ruins of Buddhist Temples and Images lalitgiri,548,1,7,Standard,Car,Summer,9514
"Baba Pyara Caves,Junagadh & Khapra Khodiya Caves, Junagadh",437,5,4,Budget,Car,Monsoon,14340
Safdarjung Tomb,131,4,1,Budget,Car,Summer,6686
"Kolaba Fort, Alibag",2437,6,5,Budget,Train,Winter,32081
Akbar Tomb Sikandra,248,1,1,Standard,Car,Monsoon,3257
Keshava Temple,2477,6,1,Standard,Bus,Summer,21599
Group of Monuments Mamallapuram,705,3,4,Budget,Car,Monsoon,10475
Rani Lakshmi Bai Mahal,1739,5,6,Budget,Car,Winter,34341
"Rock-cut Jain Temple, Sittannavasasl",1544,5,7,Budget,Bus,Monsoon,19584
"Tiger headed Rock cut temple & two other monuments, Saluvankuppam",279,4,7,Luxury,Train,Winter,42114
Elephanta Caves,391,7,4,Luxury,Train,Winter,62076
Qutub Minar,2022,2,2,Standard,Car,Summer,20181
Kumbhalgarh Fort,701,6,4,Standard,Train,Monsoon,22370
Nagarjuna Kunda,1509,6,4,Luxury,Car,Winter,64495
Ancient Palace Leh,323,2,2,Luxury,Train,Winter,17466
Excavated Remains at Nalanda,1670,4,7,Standard,Car,Winter,38806
Rajarani Temple,1560,8,3,Budget,Bus,Monsoon,16717
Durga temple complex Aihole,525,3,5,Standard,Train,Summer,14418
Upper Fort Aguada,1736,4,3,Budget,Car,Winter,24338
Kotla Feroz Shah,2205,3,1,Luxury,Train,Summer,25391
Suraj Kund,230,8,3,Standard,Car,Summer,29026
"Moovarkoil, Kodumbalur",2304,7,7,Luxury,Car,Monsoon,61228
Raigad Fort,2273,8,3,Luxury,Car,Winter,82051
Ancient Remains on both Udaigiri & Khandagiri Hills,1913,1,4,Standard,Bus,Monsoon,5993
Ruins of Buddhist Temples and Images lalitgiri,1579,3,4,Standard,Bus,Winter,18637
"Group of four MaidansCharaideo, Sibasagar",1917,1,2,Standard,Train,Winter,12196
Excavated Remains at sarnath,1293,4,4,Budget,Bus,Winter,15279
Site of Sahet mahet,310,5,6,Budget,Car,Summer,18991
Group of Monuments Mamallapuram,55,3,6,Luxury,Car,Monsoon,20151
"Jaina & Vaishnava Cave, Badami",1606,5,6,Luxury,Car,Summer,52061
"Group of Temple Parameshvar shiv and Karan Temple, Amarkantak",2142,3,7,Luxury,Car,Summer,39350
"Asokan Rock Edict, Jungadh",1936,7,1,Luxury,Bus,Winter,54344
Fortress and Temple Chitrudurga Fort,2248,3,7,Budget,Train,Summer,18889
"Cave, Temple and Inscriptions, Junaar, Lenyadri",1822,8,2,Budget,Car,Summer,27204
Khan-I-Khana,530,4,5,Standard,Train,Summer,19657
Qutub Minar,1344,2,7,Luxury,Bus,Summer,19753
Agra Fort,2316,8,1,Budget,Car,Winter,30428
Bishnupur Temples,933,5,1,Luxury,Car,Winter,43687
Dariya Daulath Bagh,2212,4,5,Luxury,Bus,Winter,41653
Tirumalai Nayak's Palace Srivilliputhur,2496,8,4,Standard,Train,Monsoon,33376
